ch_0,ch_1,ch_2
-0.010996391210937873,-0.0033977826205955353,0.04435536902747117
-0.019771010556723922,-0.0025673780328361318,0.044275606342125684
-0.02689916072995402,-0.004561119567370042,0.030436891393037513
-0.03192688018316403,-0.008997806617117021,0.006711656624247553
-0.03645003744168207,-0.012051642443111632,-0.015689791325712577
-0.03987620220868848,-0.010001005648518912,-0.02702800884435419
-0.04165396239841357,-0.004302005891076988,-0.028759213819284923
-0.039259204640984535,0.00032303208286066365,-0.029797271054121666
-0.0347126078850124,0.003159083462378476,-0.03384446245036088
-0.032609754271106794,0.004902958607999608,-0.03772423951886594
-0.03012636079802178,0.007482420187443495,-0.03630311766755767
-0.024738925276324153,0.008824550604913384,-0.033279698982369155
-0.020826446416322142,0.0035434056826488813,-0.03473673859843984
-0.02136363400495611,-0.0007903390724095516,-0.03570627814042382
-0.022267278836807236,-0.00012004052507563756,-0.03507891233311966
-0.02288780342496466,-0.0003514674915550131,-0.0358250254066661
-0.022829633962828666,-0.002920359975178144,-0.040260802052216604
-0.022039059331291355,-0.005009728738514241,-0.04687557157012634
-0.023504251657868735,-0.005834911917190766,-0.05165096081327647
-0.02750545900198631,-0.007944927347125486,-0.04923641972709447
-0.030613613489549607,-0.009765028153196909,-0.03680316513055004
-0.03076262873946689,-0.008232236723415554,-0.01906402212625835
-0.03018767893081531,-0.00515238571097143,-0.006184798621688969
-0.0313955606543459,-0.003817480319412425,-0.004099853413208621
-0.033819491363829,-0.005921549472986953,-0.01029105897032423
-0.035996828955831006,-0.00927680594031699,-0.018823775462806225
-0.03627670230343938,-0.008109731425065547,-0.022334612367558293
-0.03168998227920383,-0.004648577487387229,-0.02362592931604013
-0.02855588354577776,-0.0025464796635787934,-0.033650241675786674
-0.02820345980580896,-0.0009600007615517825,-0.04436818198882975
-0.029376447855611332,-0.0005584961968452262,-0.04158828596700914
-0.029705142878810875,-0.0020959091671102215,-0.026211402655462734
-0.030196362786227837,-0.006508437763841357,-0.013230404874775559
-0.03126935916952789,-0.01253945902135456,-0.010782096069306135
-0.032359672331949696,-0.015256435290211812,-0.014690017451357562
-0.03178597762598656,-0.014264245692174882,-0.02057771780528128
-0.031129085982684046,-0.013632393347506877,-0.027002875867765397
-0.03475239282124676,-0.013169445992389228,-0.031799332646187395
-0.041467108530923724,-0.01278038962482242,-0.028676511647063307
-0.045313841837923974,-0.014262117474572733,-0.018995166101376526
-0.04413600254338235,-0.018729871953837574,-0.013837332517141476
-0.041471834265394136,-0.025145696781692095,-0.017343389117741026
-0.038802139897597954,-0.030205143048078753,-0.020081955881323665
-0.03398960325284861,-0.030201983463484794,-0.022095904569141567
-0.026411284125060774,-0.024020064302021638,-0.02285349000885617
-0.016858444723766297,-0.01369516394333914,-0.019799012079602107
-0.005530651378649054,-0.002860685299310717,-0.01306490503338864
0.0054854376685398165,0.0075921470852335915,-0.006860028861410683
0.014191802620189264,0.01782919753168244,-0.002637654688442126
0.01959831570275128,0.02593995122879278,0.001959795099537587
0.01928187884914223,0.030017952667549253,0.007553584509878419
0.012426270586729515,0.0257937590504298,0.00841964538267348
0.003512478315315093,0.013248522009234875,-0.0032058176202554023
-0.003991452103946358,0.00499383077112725,-0.01873118890216574
-0.008039794920478016,0.004011896635347512,-0.02641979699546937
-0.008977521247288678,0.005970174697722541,-0.02560443499532994
-0.007162123438320123,0.010739229765022174,-0.01645760130486451
-0.003861091045109788,0.015320760212489404,-0.007005477982602315
-0.0013834844594384776,0.015562549378955737,-0.007663016731385142
-0.0030173755476425868,0.011589382665988524,-0.018848533727577887
-0.008851103302731644,0.0071904978540260345,-0.0321479128615465
-0.015175114640442189,0.002693758005989366,-0.04004462971352041
-0.019365994376130402,-0.0016997048533085035,-0.04297276973375119
